C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_01_398.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_01_398.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_01_398.jpg, 0, 0, 0, 7.920968E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_01_501.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_01_501.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_01_501.jpg, 0, 0, 0, 7.800457E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_01_603.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_01_603.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_01_603.jpg, 0, 0, 0, 7.823413E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_01_711.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_01_711.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_01_711.jpg, 0, 0, 0, 7.814183E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_01_814.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_01_814.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_01_814.jpg, 0, 0, 0, 8.049935E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_01_918.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_01_918.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_01_918.jpg, 0, 0, 0, 7.99179E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_026.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_026.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_026.jpg, 0, 0, 0, 8.180379E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_126.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_126.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_126.jpg, 0, 0, 0, 7.80225E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_234.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_234.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_234.jpg, 0, 0, 0, 7.807829E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_342.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_342.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_342.jpg, 0, 0, 0, 7.777433E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_443.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_443.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_443.jpg, 0, 0, 0, 7.858367E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_547.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_547.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_547.jpg, 0, 0, 0, 7.784711E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_651.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_651.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_651.jpg, 0, 0, 0, 7.811427E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_758.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_758.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_758.jpg, 0, 0, 0, 7.939379E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_862.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_862.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_862.jpg, 0, 0, 0, 7.855935E-05
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_02_978.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_02_978.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_02_978.jpg, 0, 0.3432519, 0, 0.4124843
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_081.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_081.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_081.jpg, 0, 0.6574152, 0, 1.080667
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_182.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_182.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_182.jpg, -0.08765461, 0.9595302, 0, 2.083053
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_283.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_283.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_283.jpg, 0, 1, 0, 3.240616
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_387.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_387.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_387.jpg, -0.0861186, 1, 0, 4.414961
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_487.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_487.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_487.jpg, -0.1029744, 1, 0, 5.565985
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_591.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_591.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_591.jpg, 0, 0.8423017, 0, 6.658531
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_696.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_696.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_696.jpg, -0.2369487, 0.5509277, 0, 7.365485
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_800.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_800.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_800.jpg, 0, 0.1913267, 0, 7.742853
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_03_900.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_03_900.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_03_900.jpg, -0.1205856, 0, 0, 7.694964
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_003.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_003.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_003.jpg, 0, 0, 0, 7.617208
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_105.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_105.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_105.jpg, -0.0231786, 0, 0, 7.540667
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_206.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_206.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_206.jpg, -0.2406099, 0, 0, 7.443421
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_311.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_311.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_311.jpg, -0.0230835, 0, 0, 7.367474
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_416.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_416.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_416.jpg, -0.1084188, 0, 0, 7.269014
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_520.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_520.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_520.jpg, 0, 0, 0, 7.191903
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_623.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_623.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_623.jpg, -0.3076188, 0, 0, 7.099939
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_725.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_725.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_725.jpg, -0.02295182, 0, 0, 7.028684
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_833.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_833.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_833.jpg, -0.2738703, 0, 0, 6.947705
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_04_939.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_04_939.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_04_939.jpg, -0.6390219, 0.316641, 0, 7.061179
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_05_045.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_05_045.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_05_045.jpg, -0.341625, 0.4003533, 0, 7.545162
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_05_146.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_05_146.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_05_146.jpg, -0.03532255, 0.09405084, 0, 7.708062
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_05_251.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_05_251.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_05_251.jpg, -0.3328886, 0, 0, 7.62482
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_05_353.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_05_353.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_05_353.jpg, -0.6369299, 0, 0, 7.467768
C:\Users\orima\Desktop\Data\IMG\center_2020_09_25_13_09_05_459.jpg, C:\Users\orima\Desktop\Data\IMG\left_2020_09_25_13_09_05_459.jpg, C:\Users\orima\Desktop\Data\IMG\right_2020_09_25_13_09_05_459.jpg, -0.3658818, 0.031143, 0, 7.388358
